"Word","IPA","POS","Category","Definition","Examples","Notes","Synonyms","Antonyms","SynonymDistinction"
"ambulatory","/ˈæmbjələtəri/","adj.","医疗健康","义1. 可行走的；门诊的","义1:
  • The patient is ambulatory.
  • Ambulatory care avoids admission.
  • Ambulatory surgery same-day.","对 inpatient（住院）；ambulate (v.) 行走。","mobile、outpatient、walking","bedridden、inpatient","ambulatory 能走动/门诊；outpatient 不住院就诊；mobile 可移动。"
"anemia","/əˈniːmiə/","n.","医疗健康","义1. 贫血","义1:
  • She was diagnosed with anemia.
  • Anemia causes fatigue.
  • Treat the anemia with iron.","anaemic (adj.) 贫血的/虚弱的。","blood deficiency、anaemia","polycythemia","anemia 红细胞/血红素不足；anaemia 同词英式拼法。"
"hypertension","/ˌhaɪpəˈtenʃn/","n.","医疗健康","义1. 高血压","义1:
  • He has hypertension.
  • Control hypertension with diet.
  • Hypertension risks stroke.","对 hypotension（低血压）；hypertensive (adj.)。","high blood pressure","hypotension","hypertension 血压过高；high blood pressure 同义俗称。"
"immunize","/ˈɪmjənaɪz/","v.","医疗健康","义1. 使免疫；接种疫苗","义1:
  • Immunize the child early.
  • They immunized the village.
  • Immunize against flu.","immunization (n.)；immune (adj.) 免疫的。","vaccinate、inoculate、protect","infect","immunize 广义获得免疫；vaccinate 接种疫苗；inoculate 接种（菌）。"
"sedate","/sɪˈdeɪt/","v./adj.","医疗健康","义1. 给……服镇静剂；镇静的","义1:
  • They sedated the patient.
  • A sedate recovery room.
  • Sedate him before surgery.","sedative (n./adj.) 镇静剂；对 stimulate。","calm、tranquilize、quiet","stimulate、agitate","sedate 用药镇静；calm 泛安抚；tranquilize 使镇定（常动物）。"
"scrub","/skrʌb/","v./n.","医疗健康","义1. （外科）刷手消毒；擦洗","义1:
  • Scrub before surgery.
  • The nurse scrubbed in.
  • Surgical scrub is vital.","medical 专指术前无菌刷手。","cleanse、sanitize、disinfect","contaminate","scrub 用力擦洗（医：刷手）；sanitize 消毒；disinfect 杀灭病原。"
"contagion","/kənˈteɪdʒən/","n.","医疗健康","义1. 传染；接触传染物","义1:
  • Fear spread by contagion.
  • Isolate to stop contagion.
  • The contagion jumped species.","contagious (adj.)；对 contagious 强调“接触传”。","infection、transmission、spread","immunity","contagion 接触传播；infection 感染；transmission 传播机制。"
"vector","/ˈvektə/","n.","医疗健康","义1. （疾病）传播媒介","义1:
  • Mosquitoes are the vector.
  • Control the vector.
  • The vector spreads dengue.","本义向量；医：病媒（如蚊）。","carrier、transmitter","","vector 携带病原的生物媒介；carrier 携带者（也可人）；transmitter 传播体。"
"dysfunction","/dɪsˈfʌŋkʃn/","n.","医疗健康","义1. 功能障碍","义1:
  • Erectile dysfunction.
  • Organ dysfunction noted.
  • Cognitive dysfunction persists.","dysfunctional (adj.) 功能失调的。","impairment、malfunction、disorder","function","dysfunction 功能失常；impairment 受损；disorder 紊乱/病。"
"metabolism","/məˈtæbəlɪzəm/","n.","医疗健康","义1. 新陈代谢","义1:
  • Exercise boosts metabolism.
  • Her metabolism slowed.
  • Drugs alter metabolism.","metabolic (adj.) 代谢的。","processing、breakdown","","metabolism 体内化学转化；breakdown 分解；processing 处理。"
"atrody","/ˈætrəfi/","n./v.","医疗健康","义1. 萎缩（废用性）","义1:
  • The muscle atrophied.
  • Disuse causes atrophy.
  • Atrophy of the limb.","atrophy 肌肉/器官萎缩；对 hypertrophy（肥大）。","wasting、shrinkage、degeneration","growth、hypertrophy","atrophy 因不用而萎缩；wasting 消耗；shrinkage 缩小。"
"septic","/ˈseptɪk/","adj.","医疗健康","义1. 败血症的；腐败的","义1:
  • The wound turned septic.
  • Septic shock is deadly.
  • A septic tank treats waste.","sepsis (n.) 败血症；aseptic 无菌的。","infected、purulent、festering","aseptic、sterile","septic 感染化脓/败血；infected 被感染；purulent 化脓。"
"anesthetic","/ˌænəsˈθetɪk/","n./adj.","医疗健康","义1. 麻醉剂；麻醉的","义1:
  • Given a local anesthetic.
  • The anesthetic wore off.
  • Anesthetic risk discussed.","anaesthetic 英式；anesthesia (n.) 麻醉状态。","numbing agent、sedative","stimulant","anesthetic 阻断痛觉的药；sedative 镇静；numbing 使麻木。"
"intubation","/ˌɪntjuːˈbeɪʃn/","n.","医疗健康","义1. 插管（气道）","义1:
  • He needed intubation.
  • Intubation saved her.
  • Emergency intubation performed.","intubate (v.) 插管；对 extubate 拔管。","tube insertion、airway placement","extubation","intubation 置入导管开通气道；extubation 拔管。"
"neonatal","/ˌniːəʊˈneɪtl/","adj.","医疗健康","义1. 新生儿的（出生28天内）","义1:
  • Neonatal care improved.
  • Neonatal death declined.
  • A neonatal unit opened.","neonate (n.) 新生儿；prenatal 产前；postnatal 产后。","newborn、infant","geriatric","neonatal 特指新生儿期；newborn 泛新生；infant 婴儿。"
"reduce","/rɪˈdjuːs/","v.","美食食品","义1. 收汁；熬浓","义1:
  • Reduce the sauce.
  • Reduce by half.
  • Reduce until glossy.","cooking 专指浓缩汤汁。","boil down、thicken","dilute","reduce 熬煮收浓；thicken 增稠；boil down 煮干。"
"zest","/zest/","n./v.","美食食品","义1. （柑橘）外皮；增添风味","义1:
  • Add lemon zest.
  • Zest the orange.
  • A zest of lime brightens it.","取 citrus 外层有色皮（非白瓤）。","peel、rind、flavor","","zest 柑橘香皮；peel 整皮；rind 厚皮（瓜/橙）。"
"temper","/ˈtempə/","v.","美食食品","义1. 调温（巧克力）；回火","义1:
  • Temper the chocolate.
  • Temper to 31°C.
  • Tempered chocolate snaps.","chocolate tempering 使结晶稳定有光泽。","condition、stabilize","","temper 控温结晶；condition 处理；stabilize 稳定。"
"render","/ˈrendə/","v.","美食食品","义1. 熬（油）；提炼油脂","义1:
  • Render the fat.
  • Render lard from pork.
  • Render until crisp.","cooking 专指炼脂。","melt down、extract","","render 慢火熬出油脂；melt 融化；extract 萃取。"
"scald","/skɔːld/","v.","美食食品","义1. 烫（短时沸水/热液）","义1:
  • Scald the milk.
  • Scald the tomatoes.
  • Do not scald the cream.","scald 近沸不沸；对 boil。","blanch、heat","chill","scald 加热至将沸；blanch 焯；heat 加热。"
"fold","/fəʊld/","v.","美食食品","义1. 翻拌（轻柔混合）","义1:
  • Fold in the egg whites.
  • Fold gently.
  • Fold until just combined.","烘焙手法，保气泡。","incorporate、mix","stir vigorously","fold 切拌保松；stir 搅；mix 混。"
"flambe","/flɒmˈbeɪ/","adj./v.","美食食品","义1. 火焰上桌（燃酒）","义1:
  • Flambé the pancakes.
  • A flambé of cherries.
  • Flambé at the table.","法语；flamber (v.)。","torched、ignited","","flambé 淋酒点燃；torched 喷枪烧；ignited 点燃。"
"entree","/ˈɒntreɪ/","n.","美食食品","义1. 主菜（美）；前菜（法/英）","义1:
  • The entree is salmon.
  • Order the entree.
  • In France entree is a starter.","美式指主菜，英/法指开胃菜——注意歧义。","main course、starter","","entree 美=主菜，英/法=前菜；main 主菜；starter 前菜。"
"amuse-bouche","/æˌmjuːz ˈbuːʃ/","n.","美食食品","义1. 开胃一口小吃","义1:
  • An amuse-bouche greeted us.
  • The chef sent an amuse-bouche.
  • Tiny amuse-bouche prelude.","法语“逗嘴的小食”，餐厅赠前菜。","taster、amuse-gueule","","amuse-bouche 赠予小前菜；taster 试吃；appetizer 开胃菜（点单）。"
"savory","/ˈseɪvəri/","adj.","美食食品","义1. 咸香的；开胃的（非甜）","义1:
  • A savory pie.
  • Savory over sweet.
  • Savory umami depth.","美式 savory 也拼 savoury；对 sweet。","salty、umami、piquant","sweet、bland","savory 咸鲜不甜；salty 咸；piquant 微辣开胃。"
"floral","/ˈflɔːrəl/","adj.","美食食品","义1. 花香的（形容酒/茶）","义1:
  • Floral notes in the wine.
  • A floral tea.
  • Floral aroma.","品鉴词；也指“花的”。","flowery、aromatic","earthy","floral 花香调；flowery 似花；aromatic 芳香。"
"earthy","/ˈɜːθi/","adj.","美食食品","义1. 土味的；质朴的","义1:
  • Earthy mushrooms.
  • An earthy red wine.
  • Earthy beet flavor.","品鉴词，常指泥土/矿物感。","soil-like、rustic、gamey","floral、clean","earthy 土/矿物质朴感；rustic 粗朴；gamey 野味。"
"freckled","/ˈfreklɪd/","adj.","外貌性格","义1. 有雀斑的","义1:
  • A freckled face.
  • Freckled arms.
  • The freckled boy.","freckle (n.) 雀斑。","speckled、spotted","clear-skinned","freckled 雀斑密布；speckled 斑点；spotted 有斑。"
"ruddy","/ˈrʌdi/","adj.","外貌性格","义1. （面色）红润的","义1:
  • A ruddy complexion.
  • Ruddy cheeks from cold.
  • The ruddy farmer.","常指健康红；也指“微醉红”。","rosy、flushed、red","pale、wan","ruddy 健康红润；rosy 粉红；flushed 潮红。"
"coiffed","/kwɑːft/","adj.","外貌性格","义1. （头发）精心打理的","义1:
  • Immaculately coiffed hair.
  • A coiffed gentleman.
  • She was well coiffed.","coiffure (n.) 发式；coif (v.) 梳。","styled、coiffured、groomed","disheveled","coiffed 发型打理好；groomed 整体整洁；styled 造型。"
"ethereal","/ɪˈθɪəriəl/","adj.","外貌性格","义1. 空灵的；超凡脱俗的","义1:
  • An ethereal beauty.
  • Ethereal voice.
  • Ethereal light.","本义“像空气的/天的”。","delicate、otherworldly、airy","earthy、heavy","ethereal 轻盈如仙；delicate 精致；otherworldly 超尘。"
"unassuming","/ˌʌnəˈsjuːmɪŋ/","adj.","外貌性格","义1. 谦逊不张扬的","义1:
  • An unassuming hero.
  • He is unassuming.
  • Unassuming elegance.","unassuming 不摆架子。","modest、humble、unpretentious","arrogant、pretentious","unassuming 自然不炫；modest 谦虚；unpretentious 不矫饰。"
"vexed","/vekst/","adj.","外貌性格","义1. 烦恼的；争论不休的","义1:
  • A vexed expression.
  • A vexed question.
  • She looked vexed.","vex (v.) 使恼火；vexed issue 棘手争议。","annoyed、irritated、contested","calm、settled","vexed 被小事惹烦；irritated 被激恼；contested 有争议。"
"melancholy","/ˈmelənkəli/","adj./n.","外貌性格","义1. 忧郁的； melancholy","义1:
  • A melancholy mood.
  • Melancholy in the music.
  • He sank into melancholy.","melancholic (adj.)；比 sad 更具文学气质。","sad、wistful、pensive","cheerful、sanguine","melancholy 深沉忧郁（常带诗意）；sad 一般悲；wistful 怅惘。"
"capricious","/kəˈprɪʃəs/","adj.","外貌性格","义1. 反复无常的；任性的","义1:
  • A capricious boss.
  • Capricious weather.
  • Her capricious mood.","caprice (n.) 突发奇想。","fickle、whimsical、erratic","steady、predictable","capricious 多变难测；fickle 易变心；whimsical 异想天开。"
"equanimity","/ˌekwəˈnɪməti/","n.","外貌性格","义1. 镇定；临危不乱","义1:
  • She faced it with equanimity.
  • Keep your equanimity.
  • He recovered his equanimity.","equanimous (adj.)。","composure、calm、balance","agitation、panic","equanimity 情绪平稳不被扰；composure 沉着；balance 平衡。"
"ingratiating","/ɪnˈɡreɪʃieɪtɪŋ/","adj.","外貌性格","义1. 讨好的；迎合的","义1:
  • An ingratiating smile.
  • Ingratiating manner.
  • He was ingratiating.","ingratiate (v.) 迎合讨好；常带贬义。","sycophantic、obsequious、fawning","aloof、blunt","ingratiating 刻意讨好；obsequious 卑躬；sycophantic 谄媚。"
"sycophant","/ˈsɪkəfænt/","n.","外貌性格","义1. 谄媚者；马屁精","义1:
  • The king's sycophants.
  • He is a sycophant.
  • Beware sycophants.","sycophantic (adj.)。","flatterer、toady、yes-man","critic、straight-talker","sycophant 拍马者；toady 趋炎；yes-man 应声虫。"
"alluvial","/əˈluːviəl/","adj.","地理环境","义1. 冲积的（河流沉积）","义1:
  • Alluvial plains are fertile.
  • Alluvial soil.
  • An alluvial fan formed.","alluvium (n.) 冲积物。","deposited、sedimentary","","alluvial 水流沉积的；sedimentary 沉积岩；deposited 沉积。"
"bluff","/blʌf/","n.","地理环境","义1. 峭壁；海蚀断崖","义1:
  • A chalk bluff.
  • The bluff overlooked the sea.
  • Climb the bluff.","bluff 也指“虚张声势”（性格）。","cliff、escarpment","valley","bluff 宽平顶峭壁；cliff 陡崖；escarpment 长崖。"
"humid","/ˈhjuːmɪd/","adj.","地理环境","义1. 潮湿的（空气含水多）","义1:
  • Humid tropics.
  • A humid summer.
  • Humid air.","humidity (n.)；对 arid。","moist、damp、muggy","arid、dry","humid 空气潮；moist 微湿；muggy 闷热潮。"
"geyser","/ˈɡaɪzə/","n.","地理环境","义1. 间歇泉","义1:
  • The geyser erupted.
  • Icelandic geysers.
  • Old Faithful geyser.","冰岛/黄石特征。","hot spring、spouter","","geyser 间歇喷发；hot spring 温泉（不喷）；spouter 喷口。"
"outcrop","/ˈaʊtkrɒp/","n.","地理环境","义1. （岩层）露头","义1:
  • A granite outcrop.
  • Rock outcrops appear.
  • Shelter by the outcrop.","outcrop 地表外露岩。","exposure、protrusion","","outcrop 岩层出露；exposure 暴露面；protrusion 突起。"
"vertebrate","/ˈvɜːtɪbrət/","n./adj.","动植物","义1. 脊椎动物","义1:
  • Fish are vertebrates.
  • Vertebrate evolution.
  • A vertebrate fossil.","对 invertebrate（无脊椎）。","backboned animal","invertebrate","vertebrate 有脊柱；invertebrate 无脊柱；backboned 有脊。"
"invertebrate","/ɪnˈvɜːtɪbrət/","n./adj.","动植物","义1. 无脊椎动物","义1:
  • Insects are invertebrates.
  • Invertebrate diversity.
  • An invertebrate larva.","对 vertebrate。","insect、worm","vertebrate","invertebrate 无脊柱（昆虫/软体等）；insect 昆虫；worm 蠕虫。"
"chlorophyll","/ˈklɒrəfɪl/","n.","动植物","义1. 叶绿素","义1:
  • Chlorophyll makes leaves green.
  • Chlorophyll captures light.
  • Lack of chlorophyll.","chlorophyll 光合作用色素。","green pigment","","chlorophyll 绿色光合色素；pigment 色素泛称。"
"spiracle","/ˈspaɪrəkl/","n.","动植物","义1. （昆虫/鲨）气孔；呼吸孔","义1:
  • The shark's spiracle.
  • Spiracles on the larva.
  • Spiracle opens.","spiracle 呼吸孔；对 gill（鳃）。","breathing hole、blowhole","","spiracle 昆虫/鲨呼吸孔；blowhole 鲸喷孔；gill 鳃。"
"molting","/ˈməʊltɪŋ/","n.","动植物","义1. 蜕皮；换羽","义1:
  • Molting in summer.
  • The crab is molting.
  • Molting reveals new shell.","molt (v.) 美；moult 英。","shedding、ecdysis","","molting 脱旧表（皮/羽）；shedding 脱落；ecdysis 蜕皮（专）。"
"diurnal","/daɪˈɜːnl/","adj.","动植物","义1. 昼行的；每日的","义1:
  • Diurnal animals forage by day.
  • A diurnal rhythm.
  • Diurnal tides.","对 nocturnal。","daytime、daily","nocturnal","diurnal 白天活动；nocturnal 夜间；daily 每日（非生物义）。"
"terrestrial","/təˈrestriəl/","adj.","动植物","义1. 陆地的；地球的","义1:
  • Terrestrial mammals.
  • Terrestrial ecosystems.
  • A terrestrial planet.","对 aquatic/arboreal。","land-based、earthly","aquatic、marine","terrestrial 陆地/地球；aquatic 水生；marine 海洋。"
"aquatic","/əˈkwætɪk/","adj.","动植物","义1. 水生的","义1:
  • Aquatic plants.
  • Aquatic sports.
  • An aquatic mammal.","对 terrestrial；aquatic 也指水上运动。","water、marine、hydro-","terrestrial","aquatic 水中生活；marine 海洋；hydro- 水（构词）。"
"camouflage","/ˈkæməflɑːʒ/","n./v.","动植物","义1. 伪装；保护色","义1:
  • The octopus camouflages.
  • Camouflage hides prey.
  • Military camouflage.","camouflage 也指军事伪装。","disguise、concealment","exposure","camouflage 拟色隐蔽；disguise 改扮；concealment 藏匿。"
"mimicry","/ˈmɪmɪkri/","n.","动植物","义1. 拟态；模仿","义1:
  • Batesian mimicry.
  • Mimicry fools predators.
  • Vocal mimicry.","mimic (v.) 模仿；拟态（生物）。","imitation、camouflage","","mimicry 模仿/拟态；imitation 仿制；camouflage 伪装。"
"bioluminescence","/ˌbaɪəʊluːmɪˈnesns/","n.","动植物","义1. 生物发光","义1:
  • Deep fish use bioluminescence.
  • Bioluminescence attracts mates.
  • Bioluminescent plankton.","bioluminescent (adj.)。","living light","","bioluminescence 生物体发光；luminescence 冷光（泛）。"
"forage","/ˈfɒrɪdʒ/","v./n.","动植物","义1. 觅食；饲料","义1:
  • Bees forage flowers.
  • Forage for berries.
  • Cattle forage.","forage 也指（军）粮秣。","browse、gather、scrounge","","forage 寻食（动物/人）；browse 啃食；scrounge 搜寻。"
"sapling","/ˈsæplɪŋ/","n.","动植物","义1. 树苗","义1:
  • Plant a sapling.
  • The sapling grew.
  • Protect the saplings.","sapling 幼树；对 seedling（幼苗）。","young tree、seedling","mature tree","sapling 小树；seedling 幼苗（草/菜）；young tree 幼树。"
"specimen","/ˈspesɪmən/","n.","动植物","义1. 标本；样本","义1:
  • A butterfly specimen.
  • Collect a specimen.
  • A blood specimen.","specimen 也指医学样本。","sample、example","","specimen 标本/样本；sample 抽样；example 例子。"
"neoclassical","/ˌniːəʊˈklæsɪkl/","adj.","艺术音乐","义1. 新古典的","义1:
  • Neoclassical architecture.
  • A neoclassical symphony.
  • Neoclassical restraint.","回归古典秩序；对 romantic。","classical revival、ordered","romantic、baroque","neoclassical 复古理性；romantic 浪漫；baroque 繁复。"
"abstract","/ˈæbstrækt/","adj./n.","艺术音乐","义1. 抽象的（非具象）","义1:
  • Abstract painting.
  • An abstract composition.
  • Move to abstract.","abstract art 抽象艺术；对 figurative（具象）。","non-representational、conceptual","figurative、realistic","abstract 非写实；figurative 具象；conceptual 观念。"
"figurative","/ˈfɪɡərətɪv/","adj.","艺术音乐","义1. 具象的（描绘物形）","义1:
  • Figurative sculpture.
  • Figurative vs abstract.
  • A figurative work.","对 abstract；figurative 也指“比喻的”。","representational、realistic","abstract","figurative 描形；representational 再现；abstract 抽象。"
"easel","/ˈiːzl/","n.","艺术音乐","义1. 画架","义1:
  • Set up the easel.
  • Paint at the easel.
  • A wooden easel.","easel 支撑画布/画板。","stand、frame","","easel 画架；stand 支架；frame 框。"
"gouache","/ɡuˈɑːʃ/","n.","艺术音乐","义1. 树胶水彩（不透明）","义1:
  • Paint in gouache.
  • Gouache layers well.
  • A gouache study.","gouache 不透明水彩；对 watercolor。","opaque watercolor、tempera","","gouache 不透明水彩；watercolor 透明水彩；tempera 蛋彩。"
"etching","/ˈetʃɪŋ/","n.","艺术音乐","义1. 蚀刻版画","义1:
  • A Rembrandt etching.
  • Etching on copper.
  • The etching is fine.","etch (v.) 蚀刻。","print、engraving","","etching 酸蚀版画；engraving 雕刻版；print 版画泛称。"
"treble","/ˈtrebl/","n./adj.","艺术音乐","义1. 高音（部）；三倍的","义1:
  • The treble is shrill.
  • Treble clef.
  • Treble recorder.","对 bass（低音）；treble 也指“三倍”。","soprano、high、triple","bass、low","treble 高音声部；soprano 女高音；bass 低音。"
"bass","/beɪs/","n./adj.","艺术音乐","义1. 低音（部）","义1:
  • The bass line.
  • A bass guitar.
  • Bass drum.","对 treble；bass 也指鲈鱼。","low、contralto","treble、soprano","bass 低音；low 低；contralto 女低音。"
"alto","/ˈæltəʊ/","n.","艺术音乐","义1. 中音（女低/男高）","义1:
  • An alto voice.
  • The alto sang.
  • Alto sax.","对 soprano/tenor。","contralto、mezzo","soprano","alto 中音声部；contralto 女低；mezzo 次女高。"
"tenor","/ˈtenə/","n.","艺术音乐","义1. 男高音","义1:
  • A tenor aria.
  • The tenor led.
  • Tenor sax.","对 bass/baritone。","lead、high male","bass","tenor 男高；baritone 男中；bass 男低。"
"pitch","/pɪtʃ/","n.","艺术音乐","义1. 音高","义1:
  • The pitch is high.
  • Match the pitch.
  • A perfect pitch.","perfect pitch 绝对音感；对 tempo（速度）。","tone、frequency","tempo","pitch 音高低；tone 音色/音；tempo 速度。"
"riff","/rɪf/","n.","艺术音乐","义1. （爵士/摇滚）反复乐句","义1:
  • A guitar riff.
  • The riff hooks you.
  • Hum the riff.","riff 短促重复动机；喻口头禅。","phrase、motif","","riff 重复乐句；phrase 乐句；motif 母题。"
"bridge","/brɪdʒ/","n.","艺术音乐","义1. （歌曲）间奏/桥段","义1:
  • The bridge modulates.
  • Sing the bridge.
  • A jazzy bridge.","bridge 也指琴马/桥。","interlude、middle eight","","bridge 连接段（变化）；interlude 插段；middle eight 八小节桥。"
"campsite","/ˈkæmpsaɪt/","n.","旅游","义1. 营地","义1:
  • Find a campsite.
  • The campsite by the lake.
  • Reserve the campsite.","campsite 野营点；对 hostel。","camp、ground","","campsite 露营位；camp 营；ground 场地。"
"picturesque","/ˌpɪktʃəˈresk/","adj.","旅游","义1. 如画的；别致美的","义1:
  • A picturesque village.
  • Picturesque harbour.
  • Picturesque lanes.","picturesque 像画般美；对 bland。","scenic、charming、quaint","drab、ugly","picturesque 如画美；scenic 风景好；quaint 古雅。"
"offbeat","/ˌɒfˈbiːt/","adj.","旅游","义1. 非主流的；另类的","义1:
  • Offbeat destinations.
  • An offbeat café.
  • Offbeat charm.","offbeat 不落俗套；对 mainstream。","unusual、quirky、alternative","mainstream、conventional","offbeat 小众另类；quirky 古怪有趣；alternative 另类。"
"unspoiled","/ʌnˈspɔɪld/","adj.","旅游","义1. 未受破坏的","义1:
  • Unspoiled beaches.
  • An unspoiled island.
  • Unspoiled nature.","unspoiled 原始自然；对 commercialized。","pristine、untouched、virgin","spoiled、developed","unspoiled 未遭破坏；pristine 原始洁净；untouched 未触及。"
"waypoint","/ˈweɪpɔɪnt/","n.","旅游","义1. （路线）途经点","义1:
  • Set a waypoint.
  • The waypoint marked the pass.
  • Navigate by waypoints.","waypoint 导航点；对 destination。","checkpoint、stop","destination","waypoint 中间点；checkpoint 检查点；destination 终点。"
"embark","/ɪmˈbɑːk/","v.","旅游","义1. 登船/机；着手","义1:
  • Embark on the ship.
  • Embark on a journey.
  • Embark at dawn.","embarkation (n.)；对 disembark。","board、set out、launch","disembark、dismount","embark 登程/开始；board 登载；set out 出发。"
"disembark","/ˌdɪsɪmˈbɑːk/","v.","旅游","义1. 下船/机","义1:
  • Disembark at the port.
  • Disembark carefully.
  • We disembarked.","对 embark。","alight、get off、land","embark、board","disembark 下船/机；alight 下车；land 着陆。"
"lodging","/ˈlɒdʒɪŋ/","n.","旅游","义1. 住宿；住所","义1:
  • Find lodging.
  • Book lodging early.
  • Cheap lodging.","lodging 住宿（泛）；对 camp。","accommodation、shelter、rooms","","lodging 住处；accommodation 食宿；shelter 遮蔽。"
"voyage","/ˈvɔɪɪdʒ/","n./v.","旅游","义1. 航行（尤海上/长途）","义1:
  • A sea voyage.
  • Embark on a voyage.
  • The voyage lasted months.","voyage 长途航行；对 trip（短途）。","journey、expedition、cruise","","voyage 航海/航天长途；journey 旅程；expedition 探险。"
"pharaoh","/ˈfeərəʊ/","n.","历史人物","义1. 法老（古埃及王）","义1:
  • The pharaoh ruled Egypt.
  • A tomb of the pharaoh.
  • Pharaohs built pyramids.","pharaoh 古埃及君主；如 Tutankhamun。","king、ruler","","pharaoh 埃及王号；king 王（泛）；ruler 统治者。"
"vizier","/vɪˈzɪə/","n.","历史人物","义1. （伊斯兰）维齐尔；大臣","义1:
  • The grand vizier.
  • A vizier advised the sultan.
  • The vizier fell.","vizier 奥斯曼/阿拉伯高官；如 Nizam。","minister、counselor","","vizier 伊斯兰宰辅；minister 部长；counselor 顾问。"
"caliph","/ˈkeɪlɪf/","n.","历史人物","义1. 哈里发（伊斯兰领袖）","义1:
  • The caliph led the faithful.
  • A caliphate formed.
  • The caliph conquered.","caliphate (n.) 哈里发国。","successor、commander","","caliph 穆罕默德继任者；successor 继任；commander 统帅。"
"shogun","/ˈʃəʊɡʌn/","n.","历史人物","义1. 将军（日本幕府首领）","义1:
  • The Tokugawa shogun.
  • A shogun ruled Japan.
  • The shogunate.","shogunate (n.) 幕府。","warlord、regent","","shogun 日本武家元首；warlord 军阀；regent 摄政。"
"samurai","/ˈsæmʊraɪ/","n.","历史人物","义1. 武士（日本）","义1:
  • The samurai served the lord.
  • A samurai code.
  • Samurai warriors.","samurai 日本封建武士阶层。","warrior、knight","","samurai 日本武士；knight 骑士；warrior 战士。"
"czar","/zɑː/","n.","历史人物","义1. 沙皇（俄皇）","义1:
  • The czar decreed.
  • A reforming czar.
  • The last czar.","tsar/czar 同；czarina 女皇。","emperor、tsar","","czar 俄国皇帝；emperor 皇帝（泛）；tsar 同拼。"
"regent","/ˈriːdʒənt/","n.","历史人物","义1. 摄政（代幼主执政）","义1:
  • The queen was regent.
  • A regent ruled.
  • The regency.","regency (n.) 摄政期；对 monarch。","proxy、guardian","monarch","regent 代政者；proxy 代理人；guardian 监护人。"
"conquistador","/kɒnˈkiːstədɔː/","n.","历史人物","义1. 征服者（西/葡殖民者）","义1:
  • Cortez the conquistador.
  • Conquistadors in the Americas.
  • The conquistador seized gold.","conquistador 美洲征服者；如 Pizarro。","conqueror、invader","","conquistador 西葡征服者；conqueror 征服者；invader 入侵者。"
"emissary","/ˈemɪsəri/","n.","历史人物","义1. 使者；特使","义1:
  • An emissary was sent.
  • The papal emissary.
  • The emissary negotiated.","emissary 派出的代表；对 ambassador（大使）。","envoy、messenger、delegate","","emissary 专使；envoy 使节；messenger 信使。"
"usurper","/juːˈzɜːpə/","n.","历史人物","义1. 篡位者","义1:
  • The usurper seized the throne.
  • A hated usurper.
  • The usurper reigned.","usurp (v.) 篡夺；历史常见。","pretender、usurper","legitimate ruler","usurper 非法夺权者；pretender 王位宣称者；ruler 合法君。"
"martyr","/ˈmɑːtə/","n.","历史人物","义1. 殉道者；烈士","义1:
  • A Christian martyr.
  • A martyr for liberty.
  • The martyr died.","martyrdom (n.) 殉难；也指“故作受害”。","saint、victim、hero","betrayer","martyr 为信念献身；saint 圣徒；victim 受害者。"
"polymath","/ˈpɒlɪmæθ/","n.","历史人物","义1. 博学通才","义1:
  • Da Vinci was a polymath.
  • A Renaissance polymath.
  • The polymath wrote on all.","polymathic (adj.)；如 Leibniz。","genius、sage、Renaissance man","specialist","polymath 多领域大家；genius 天才；specialist 专才。"
"luminaries","/luːˈmɪnəriz/","n.","历史人物","义1. （复）泰斗；杰出人物","义1:
  • The luminaries of science.
  • Gather the luminaries.
  • Luminaries of the age.","luminary 单数“发光者/名家”。","notables、celebrities、stars","","luminaries 领域巨擘；notables 名流；celebrities 名流（偏娱乐）。"
"reformer","/rɪˈfɔːmə/","n.","历史人物","义1. 改革者","义1:
  • A social reformer.
  • The reformer abolished slavery.
  • Reformers clashed with the old guard.","reform (v.) 改革；如 Luther。","ameliorator、activist","reactionary","reformer 推动变革；activist 行动者；reactionary 守旧。"
"reactionary","/riˈækʃənri/","adj./n.","历史人物","义1. 反动的；保守派","义1:
  • A reactionary clique.
  • Reactionary forces resisted.
  • The reactionary opposed reform.","对 reformer；reactionary 贬义“倒退”。","conservative、counter-revolutionary","reformer、progressive","reactionary 反对进步；conservative 保守；progressive 进步。"
"demagogue","/ˈdeməɡɒɡ/","n.","历史人物","义1. 煽动家；蛊惑民心的政客","义1:
  • The demagogue roused the crowd.
  • Beware the demagogue.
  • A demagogue rose.","demagogic (adj.)；贬义。","agitator、rabble-rouser","statesman","demagogue 煽动民意；agitator 鼓动者；statesman 政治家。"
"statesman","/ˈsteɪtsmən/","n.","历史人物","义1. 政治家（贤明）","义1:
  • A wise statesman.
  • The statesman brokered peace.
  • An elder statesman.","statesmanlike (adj.)；对 politician（中性/贬）。","politician、leader、diplomat","demagogue","statesman 德能兼备的政治家；politician 政客（泛）；diplomat 外交官。"
"conservative","/kənˈsɜːvətɪv/","adj./n.","历史人物","义1. 保守的；保守派","义1:
  • A conservative outlook.
  • The Conservative Party.
  • He was conservative.","Conservative 英国/美保守党；对 liberal。","traditional、right-wing","liberal、radical","conservative 维护传统；traditional 传统；liberal 自由。"
"liberal","/ˈlɪbərəl/","adj./n.","历史人物","义1. 自由的；开明的；自由派","义1:
  • Liberal reforms.
  • A liberal thinker.
  • The Liberal Party.","Liberal 自由党；对 conservative。","progressive、open-minded","conservative、illiberal","liberal 开放进步；progressive 进步；open-minded 开明。"
